variant	af	filter-pvalue	lrt-pvalue	beta	beta-std-err	variant_h2	notes
putP_3~~~putP_1	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
group_458	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
glmM	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
group_442	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
nudC	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
phoP~~~sphR~~~walR_1	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
dhaL	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
sdhE	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
group_421	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
group_410	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
udp	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
iscS_2	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
mnmG	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
comEC	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
polA	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
group_401	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
rlmL~~~rlmL_2~~~rlmL_1	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
galK	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
group_395	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
group_393	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
rbsK~~~pfkB	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
uvrC	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
rimO_1~~~rimO_2	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
pdaC	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
glmS_1~~~glmS_2	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
rsmH	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
ywlF	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
group_371	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
group_369	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
group_366	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
lplJ_1~~~lplJ_2	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
ispE	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
dhaK~~~dhaK2	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
hflX	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
putP_1	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
mltG	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
rsxG	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
plsX	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
thrC_2	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
mbl	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
fumC	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
alaS_2~~~alaS_1	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
artP_2~~~artP_1	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
maf	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
tlyA	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
group_286	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
remA	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
group_281	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
group_278	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
cmoM~~~bsmA	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
sasA_7~~~sasA_4~~~sasA_5	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
group_275	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
rnfC	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
group_268	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
murJ_5	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
tagO	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
yidC	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
yvcJ	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
ybjL~~~yidE	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
trmFO	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
group_237	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
group_225	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
group_224	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
ftsW_2~~~ftsW_1	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
cadA~~~cadA_2	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
rluD	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
mglA_4~~~xylG_2~~~xylG~~~mglA_3~~~mglA_1	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
group_217	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
dnaG	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
patA_3	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
group_199	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
mraY	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
group_196	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
group_193	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
group_188	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
sbnB_2~~~ala	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
lyx~~~xylB_1	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
ruvB	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
yidD	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
tcdA	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
egsA	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
nahK_1~~~cmk_2~~~nahK	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
thiI	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
group_151	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
mtaD	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
lspA	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
group_142	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
walR_2~~~uvrC_2	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
mrdA_1~~~penA	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
group_135	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
group_133	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
pdaA	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
group_128	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
arcC1	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
clpX~~~clpX_1	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
group_105	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
group_62	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
group_53	2.09E-01	7.17E-03	5.71E-01	4.59E-01	8.09E-01	2.40E-02	
group_3963	2.07E-01	6.41E-03	9.45E-01	7.18E-03	1.04E-01	2.93E-03	
group_3893	2.07E-01	6.41E-03	9.42E-01	-4.54E-04	6.21E-03	3.09E-03	
rpmB	2.07E-01	6.41E-03	9.02E-01	2.16E-02	1.76E-01	5.20E-03	
group_3762	2.07E-01	6.41E-03	9.45E-01	7.18E-03	1.04E-01	2.93E-03	
hfq	2.07E-01	6.41E-03	7.80E-02	-3.03E-01	1.72E-01	7.45E-02	
xseB	2.07E-01	6.41E-03	9.33E-01	1.76E-02	2.09E-01	3.56E-03	
group_3564	2.07E-01	6.41E-03	2.20E-01	-4.07E-01	3.31E-01	5.19E-02	
group_3540	2.07E-01	6.41E-03	9.98E-01	1.21E-05	5.38E-03	9.51E-05	
group_3535	2.07E-01	6.41E-03	9.30E-01	-1.27E-02	1.44E-01	3.73E-03	
group_3524	2.07E-01	6.41E-03	8.01E-01	9.03E-02	3.59E-01	1.06E-02	
ntpG	2.07E-01	2.03E-02	1.86E-05	7.72E-01	1.79E-01	1.80E-01	
group_3429	2.07E-01	6.41E-03	9.45E-01	7.18E-03	1.04E-01	2.93E-03	
group_3422	2.07E-01	6.41E-03	9.39E-01	1.46E-02	1.89E-01	3.26E-03	
group_3407	2.07E-01	2.03E-02	1.86E-05	7.72E-01	1.79E-01	1.80E-01	
group_3380	2.07E-01	6.41E-03	9.50E-01	-1.10E-02	1.75E-01	2.67E-03	
rnpA	2.07E-01	2.03E-02	7.35E-01	1.17E-01	3.45E-01	1.43E-02	
ndoA	2.07E-01	6.41E-03	9.45E-01	7.62E-03	1.09E-01	2.94E-03	
group_3298	2.07E-01	6.41E-03	9.10E-01	1.90E-02	1.67E-01	4.80E-03	
group_3287	2.07E-01	6.41E-03	9.42E-01	7.48E-03	1.04E-01	3.05E-03	
group_3267	2.07E-01	6.41E-03	9.43E-01	7.51E-03	1.06E-01	3.01E-03	
blaI_4	2.07E-01	6.41E-03	8.19E-01	8.57E-02	3.74E-01	9.68E-03	
yabJ	2.07E-01	6.41E-03	9.42E-01	7.48E-03	1.04E-01	3.05E-03	
rbfA	2.07E-01	6.41E-03	7.87E-01	1.21E-01	4.46E-01	1.14E-02	
group_3237	2.07E-01	2.03E-02	6.32E-08	9.69E-01	1.77E-01	2.26E-01	
group_3216	2.07E-01	6.41E-03	9.39E-01	1.46E-02	1.89E-01	3.26E-03	
group_3215	2.07E-01	6.41E-03	9.45E-01	7.62E-03	1.09E-01	2.94E-03	
group_3196	2.07E-01	6.41E-03	9.52E-01	7.98E-03	1.32E-01	2.56E-03	
cdd	2.07E-01	6.41E-03	9.52E-01	7.98E-03	1.32E-01	2.56E-03	
group_3172	2.07E-01	2.03E-02	7.35E-01	1.17E-01	3.45E-01	1.43E-02	
group_3165	2.07E-01	6.41E-03	9.38E-01	1.58E-02	2.04E-01	3.28E-03	
group_3145	2.07E-01	6.41E-03	9.45E-01	7.18E-03	1.04E-01	2.93E-03	
group_3125	2.07E-01	6.41E-03	9.45E-01	7.62E-03	1.09E-01	2.94E-03	
rimP	2.07E-01	6.41E-03	9.45E-01	7.18E-03	1.04E-01	2.93E-03	
group_3045	2.07E-01	6.41E-03	9.21E-01	-1.39E-02	1.40E-01	4.18E-03	
nrdG	2.07E-01	2.03E-02	8.00E-01	4.96E-02	1.96E-01	1.07E-02	
sepF	2.07E-01	6.41E-03	7.80E-02	-3.03E-01	1.72E-01	7.45E-02	
group_2973	2.07E-01	6.41E-03	9.97E-01	2.21E-05	6.21E-03	1.50E-04	
pgsA_1	2.07E-01	6.41E-03	2.20E-01	-4.07E-01	3.31E-01	5.19E-02	
queH	2.07E-01	2.03E-02	8.98E-01	1.92E-02	1.51E-01	5.41E-03	
frr	2.07E-01	6.41E-03	8.71E-01	3.80E-02	2.34E-01	6.85E-03	
group_2922	2.07E-01	6.41E-03	7.42E-01	1.66E-01	5.03E-01	1.40E-02	
group_2921	2.07E-01	6.41E-03	7.87E-01	1.21E-01	4.46E-01	1.14E-02	
hpt_1	2.07E-01	6.41E-03	9.45E-01	7.62E-03	1.09E-01	2.94E-03	
group_2911	2.07E-01	2.03E-02	8.07E-01	5.51E-02	2.25E-01	1.04E-02	
group_2904	2.07E-01	6.41E-03	8.64E-01	-1.93E-02	1.13E-01	7.22E-03	
group_2892	2.07E-01	6.41E-03	9.45E-01	7.62E-03	1.09E-01	2.94E-03	
group_2887	2.07E-01	6.41E-03	9.98E-01	1.21E-05	5.38E-03	9.51E-05	
spmA	2.07E-01	6.41E-03	8.55E-01	-3.14E-02	1.71E-01	7.74E-03	
group_2843	2.07E-01	6.41E-03	9.57E-01	5.10E-03	9.50E-02	2.27E-03	
atpE	2.07E-01	2.03E-02	1.86E-05	7.72E-01	1.79E-01	1.80E-01	
group_2775	2.07E-01	6.41E-03	9.42E-01	7.48E-03	1.04E-01	3.05E-03	
rpe	2.07E-01	6.41E-03	9.89E-01	3.99E-03	2.94E-01	5.73E-04	
tmk	2.07E-01	6.41E-03	9.00E-01	4.58E-02	3.64E-01	5.33E-03	
group_2690	2.07E-01	6.41E-03	8.19E-01	8.57E-02	3.74E-01	9.68E-03	
group_2680	2.07E-01	2.03E-02	8.83E-01	2.75E-02	1.87E-01	6.23E-03	
rspR	2.07E-01	6.41E-03	8.62E-01	4.32E-02	2.48E-01	7.36E-03	
group_2662	2.07E-01	6.41E-03	9.89E-01	3.99E-03	2.94E-01	5.73E-04	
tsaB	2.07E-01	6.41E-03	9.39E-01	8.44E-03	1.11E-01	3.21E-03	
cobB	2.07E-01	6.41E-03	9.60E-01	3.65E-03	7.21E-02	2.14E-03	
tagA	2.07E-01	6.41E-03	9.00E-01	4.58E-02	3.64E-01	5.33E-03	
scpA	2.07E-01	6.41E-03	8.64E-01	-1.93E-02	1.13E-01	7.22E-03	
ecfT_1	2.07E-01	6.41E-03	9.43E-01	7.51E-03	1.06E-01	3.01E-03	
proC	2.07E-01	6.41E-03	9.50E-01	-1.10E-02	1.75E-01	2.67E-03	
znuB	2.07E-01	2.03E-02	8.83E-01	2.75E-02	1.87E-01	6.23E-03	
group_2448	2.07E-01	6.41E-03	9.97E-01	2.21E-05	6.21E-03	1.50E-04	
group_2442	2.07E-01	6.41E-03	9.49E-01	7.49E-03	1.17E-01	2.70E-03	
group_2414	2.07E-01	6.41E-03	8.64E-01	-1.93E-02	1.13E-01	7.22E-03	
baiN_1~~~baiN_2~~~baiN_3	2.07E-01	6.41E-03	9.02E-01	2.17E-02	1.77E-01	5.20E-03	
opuBA~~~ecfA2_2	2.07E-01	6.41E-03	9.10E-01	1.90E-02	1.67E-01	4.80E-03	
group_2274	2.07E-01	6.41E-03	9.50E-01	-1.10E-02	1.75E-01	2.67E-03	
group_2268	2.07E-01	6.41E-03	9.10E-01	1.90E-02	1.67E-01	4.80E-03	
rlmH	2.07E-01	6.41E-03	9.49E-01	7.49E-03	1.17E-01	2.70E-03	
group_2258	2.07E-01	6.41E-03	9.60E-01	3.65E-03	7.21E-02	2.14E-03	
metAA_1	2.07E-01	6.41E-03	9.10E-01	1.90E-02	1.67E-01	4.80E-03	
group_2250	2.07E-01	6.41E-03	9.45E-01	7.62E-03	1.09E-01	2.94E-03	
group_2249	2.07E-01	6.41E-03	9.90E-01	-2.33E-03	1.95E-01	5.07E-04	
mglA_1~~~btuD_1~~~mglA_5~~~mglA_3	2.07E-01	6.41E-03	9.02E-01	-1.40E-02	1.13E-01	5.21E-03	
uvrB_1~~~uvrB	2.07E-01	6.41E-03	9.97E-01	2.68E-05	6.21E-03	1.83E-04	
hdpA	2.07E-01	6.41E-03	9.56E-01	-1.08E-02	1.95E-01	2.33E-03	
valS~~~valS_2~~~valS_1	2.07E-01	6.41E-03	8.64E-01	-1.84E-02	1.07E-01	7.24E-03	
miaA	2.07E-01	6.41E-03	7.80E-02	-3.03E-01	1.72E-01	7.45E-02	
nrnA	2.07E-01	6.41E-03	7.87E-01	1.21E-01	4.46E-01	1.14E-02	
glcK	2.07E-01	2.03E-02	8.83E-01	2.75E-02	1.87E-01	6.23E-03	
group_1922	2.07E-01	6.41E-03	9.42E-01	-4.54E-04	6.21E-03	3.09E-03	
cmk_1~~~cmk_2	2.07E-01	6.41E-03	9.02E-01	2.17E-02	1.77E-01	5.20E-03	
fadD3~~~lcfB~~~lcfB_1	2.07E-01	6.41E-03	9.45E-01	7.62E-03	1.09E-01	2.94E-03	
tyrS~~~tyrS_1	2.07E-01	2.03E-02	9.21E-01	1.11E-02	1.12E-01	4.18E-03	
oppF	2.07E-01	6.41E-03	9.52E-01	1.44E-02	2.40E-01	2.54E-03	
murAB~~~murA_1	2.07E-01	6.41E-03	9.97E-01	2.68E-05	6.21E-03	1.83E-04	
rlmB_2	2.07E-01	6.41E-03	9.39E-01	1.46E-02	1.89E-01	3.26E-03	
group_1707	2.07E-01	6.41E-03	9.45E-01	7.18E-03	1.04E-01	2.93E-03	
group_1696	2.07E-01	6.41E-03	8.69E-01	3.89E-02	2.36E-01	6.97E-03	
tcyB~~~occM~~~glnP	2.07E-01	6.41E-03	9.95E-01	1.07E-03	1.85E-01	2.45E-04	
uppP	2.07E-01	6.41E-03	9.57E-01	5.10E-03	9.50E-02	2.27E-03	
ureG~~~hypB	2.07E-01	2.03E-02	1.86E-05	7.72E-01	1.79E-01	1.80E-01	
group_1615	2.07E-01	6.41E-03	9.25E-01	1.35E-02	1.43E-01	4.01E-03	
group_1614	2.07E-01	6.41E-03	9.38E-01	1.58E-02	2.04E-01	3.28E-03	
hmuU	2.07E-01	2.03E-02	9.17E-01	1.51E-02	1.44E-01	4.43E-03	
group_1584	2.07E-01	6.41E-03	8.62E-01	4.32E-02	2.48E-01	7.36E-03	
group_1571	2.07E-01	6.41E-03	9.43E-01	7.51E-03	1.06E-01	3.01E-03	
rlmL_3~~~rlmL_2~~~rlmK	2.07E-01	6.41E-03	9.43E-01	7.51E-03	1.06E-01	3.01E-03	
group_1560	2.07E-01	6.41E-03	9.10E-01	1.90E-02	1.67E-01	4.80E-03	
mtgA~~~ftsI	2.07E-01	6.41E-03	9.43E-01	7.51E-03	1.06E-01	3.01E-03	
group_1535	2.07E-01	2.03E-02	8.07E-01	5.51E-02	2.25E-01	1.04E-02	
group_1527	2.07E-01	6.41E-03	9.63E-01	-6.79E-03	1.45E-01	1.97E-03	
rnc	2.07E-01	6.41E-03	9.38E-01	1.58E-02	2.04E-01	3.28E-03	
group_1487	2.07E-01	6.41E-03	9.52E-01	1.44E-02	2.40E-01	2.54E-03	
truB	2.07E-01	6.41E-03	7.87E-01	1.21E-01	4.46E-01	1.14E-02	
group_1454	2.07E-01	2.03E-02	7.35E-01	1.17E-01	3.45E-01	1.43E-02	
ywlC	2.07E-01	6.41E-03	9.33E-01	1.76E-02	2.09E-01	3.56E-03	
aroF~~~kdsA	2.07E-01	6.41E-03	8.73E-01	3.89E-02	2.44E-01	6.75E-03	
group_1431	2.07E-01	6.41E-03	9.38E-01	1.58E-02	2.04E-01	3.28E-03	
group_1424	2.07E-01	6.41E-03	9.47E-01	6.37E-03	9.55E-02	2.82E-03	
group_1423	2.07E-01	6.41E-03	9.52E-01	1.44E-02	2.40E-01	2.54E-03	
mfd_1~~~mfd_2~~~mfd	2.07E-01	6.41E-03	9.10E-01	1.90E-02	1.67E-01	4.80E-03	
nagZ	2.07E-01	6.41E-03	9.49E-01	7.49E-03	1.17E-01	2.70E-03	
group_1374	2.07E-01	6.41E-03	9.45E-01	7.62E-03	1.09E-01	2.94E-03	
ispG	2.07E-01	6.41E-03	9.30E-01	-1.27E-02	1.44E-01	3.73E-03	
alr1~~~alr1_2	2.07E-01	6.41E-03	9.45E-01	7.62E-03	1.09E-01	2.94E-03	
selD	2.07E-01	6.41E-03	1.00E+00	8.52E-07	5.38E-03	6.70E-06	
thrC_1	2.07E-01	6.41E-03	9.42E-01	7.48E-03	1.04E-01	3.05E-03	
gdpP	2.07E-01	6.41E-03	9.45E-01	7.62E-03	1.09E-01	2.94E-03	
pncB~~~pncB2	2.07E-01	6.41E-03	4.57E-01	-8.56E-02	1.15E-01	3.15E-02	
group_1298	2.07E-01	6.41E-03	8.12E-01	-3.61E-02	1.52E-01	1.01E-02	
hrcA	2.07E-01	6.41E-03	9.50E-01	-1.10E-02	1.75E-01	2.67E-03	
group_1282	2.07E-01	6.41E-03	2.20E-01	-4.07E-01	3.31E-01	5.19E-02	
lacC	2.07E-01	2.03E-02	8.83E-01	2.75E-02	1.87E-01	6.23E-03	
group_1268	2.07E-01	6.41E-03	9.45E-01	7.18E-03	1.04E-01	2.93E-03	
group_1264	2.07E-01	6.41E-03	7.87E-01	1.21E-01	4.46E-01	1.14E-02	
group_1249	2.07E-01	6.41E-03	8.19E-01	8.57E-02	3.74E-01	9.68E-03	
yggS	2.07E-01	6.41E-03	7.80E-02	-3.03E-01	1.72E-01	7.45E-02	
GFM1_1~~~tetO~~~GFM1	2.07E-01	2.03E-02	6.32E-08	9.69E-01	1.77E-01	2.26E-01	
uppS_1~~~uppS	2.07E-01	6.41E-03	8.71E-01	3.80E-02	2.34E-01	6.85E-03	
group_1229	2.07E-01	6.41E-03	9.97E-01	2.21E-05	6.21E-03	1.50E-04	
ybhF~~~btuD_1	2.07E-01	6.41E-03	9.04E-01	-1.22E-02	1.01E-01	5.11E-03	
group_1227	2.07E-01	6.41E-03	9.45E-01	7.62E-03	1.09E-01	2.94E-03	
group_1226	2.07E-01	6.41E-03	9.98E-01	1.21E-05	5.38E-03	9.51E-05	
group_1220	2.07E-01	6.41E-03	9.50E-01	-1.10E-02	1.75E-01	2.67E-03	
rnfB~~~rnfB_2~~~rnfB_1	2.07E-01	6.41E-03	9.21E-01	-1.39E-02	1.40E-01	4.18E-03	
rpoZ	2.07E-01	6.41E-03	8.71E-01	3.80E-02	2.34E-01	6.85E-03	
group_1211	2.07E-01	6.41E-03	9.57E-01	5.10E-03	9.50E-02	2.27E-03	
trpS	2.07E-01	2.03E-02	6.32E-08	9.69E-01	1.77E-01	2.26E-01	
atpC~~~ntpC	2.07E-01	2.03E-02	1.86E-05	7.72E-01	1.79E-01	1.80E-01	
group_1207	2.07E-01	6.41E-03	9.97E-01	2.68E-05	6.21E-03	1.83E-04	
lacZ~~~lacZ_2	2.07E-01	6.41E-03	8.01E-01	9.03E-02	3.59E-01	1.06E-02	
group_1176	2.07E-01	6.41E-03	9.10E-01	1.90E-02	1.67E-01	4.80E-03	
asnA~~~asnA_2	2.07E-01	6.41E-03	9.89E-01	3.99E-03	2.94E-01	5.73E-04	
group_1169	2.07E-01	2.03E-02	1.86E-05	7.72E-01	1.79E-01	1.80E-01	
group_1167	2.07E-01	6.41E-03	9.02E-01	2.16E-02	1.76E-01	5.20E-03	
ftsZ~~~ftsZ_2	2.07E-01	6.41E-03	9.66E-01	7.33E-03	1.70E-01	1.82E-03	
group_1157	2.07E-01	2.03E-02	9.21E-01	1.11E-02	1.12E-01	4.18E-03	
dnaC_2	2.07E-01	6.41E-03	8.93E-01	2.59E-02	1.92E-01	5.70E-03	
scpB	2.07E-01	6.41E-03	8.64E-01	-1.93E-02	1.13E-01	7.22E-03	
xynR	2.07E-01	6.41E-03	8.01E-01	9.03E-02	3.59E-01	1.06E-02	
iscS_1	2.07E-01	6.41E-03	9.82E-01	-3.56E-03	1.58E-01	9.50E-04	
group_1083	2.07E-01	6.41E-03	9.45E-01	7.18E-03	1.04E-01	2.93E-03	
sta	2.07E-01	6.41E-03	9.04E-01	-1.22E-02	1.01E-01	5.11E-03	
group_1073	2.07E-01	6.41E-03	9.50E-01	-1.10E-02	1.75E-01	2.67E-03	
purR_4~~~ccpA	2.07E-01	6.41E-03	7.42E-01	1.66E-01	5.03E-01	1.40E-02	
inlA	2.07E-01	6.41E-03	9.50E-01	-1.10E-02	1.75E-01	2.67E-03	
nrdD~~~nrdD_1~~~nrdD_2	2.07E-01	6.41E-03	9.95E-01	1.07E-03	1.85E-01	2.45E-04	
rsmB~~~rsmF_2	2.07E-01	6.41E-03	2.20E-01	-4.07E-01	3.31E-01	5.19E-02	
mnaA	2.07E-01	6.41E-03	2.20E-01	-4.07E-01	3.31E-01	5.19E-02	
group_984	2.07E-01	6.41E-03	9.38E-01	1.58E-02	2.04E-01	3.28E-03	
apu	2.07E-01	6.41E-03	9.45E-01	7.62E-03	1.09E-01	2.94E-03	
group_959	2.07E-01	6.41E-03	9.38E-01	1.58E-02	2.04E-01	3.28E-03	
group_934	2.07E-01	6.41E-03	8.19E-01	8.57E-02	3.74E-01	9.68E-03	
group_932	2.07E-01	6.41E-03	9.02E-01	2.17E-02	1.77E-01	5.20E-03	
glpF_1~~~glpF~~~glpF_2	2.07E-01	6.41E-03	9.42E-01	7.48E-03	1.04E-01	3.05E-03	
rlmI	2.07E-01	2.03E-02	1.86E-05	7.72E-01	1.79E-01	1.80E-01	
folD	2.07E-01	6.41E-03	9.39E-01	1.46E-02	1.89E-01	3.26E-03	
group_899	2.07E-01	6.41E-03	9.10E-01	1.90E-02	1.67E-01	4.80E-03	
metK	2.07E-01	6.41E-03	9.45E-01	7.18E-03	1.04E-01	2.93E-03	
group_897	2.07E-01	6.41E-03	9.43E-01	7.51E-03	1.06E-01	3.01E-03	
prfA	2.07E-01	6.41E-03	8.12E-01	-3.61E-02	1.52E-01	1.01E-02	
dnaC~~~dnaC_2	2.07E-01	6.41E-03	9.45E-01	7.62E-03	1.09E-01	2.94E-03	
dinG_2~~~dinG_1~~~polC_1	2.07E-01	6.41E-03	9.50E-01	-1.10E-02	1.75E-01	2.67E-03	
rsmG_2~~~rsmG~~~rsmG_1	2.07E-01	6.41E-03	9.35E-01	9.38E-03	1.16E-01	3.43E-03	
group_866	2.07E-01	6.41E-03	9.89E-01	3.99E-03	2.94E-01	5.73E-04	
ecfA1	2.07E-01	6.41E-03	9.43E-01	7.51E-03	1.06E-01	3.01E-03	
ecfA2~~~ecfA2_1	2.07E-01	6.41E-03	9.43E-01	7.51E-03	1.06E-01	3.01E-03	
