variant	af	filter-pvalue	lrt-pvalue	beta	beta-std-err	variant_h2	notes
group_10984	3.57E-02	2.07E-01	9.96E-01	1.52E-05	2.84E-03	2.27E-04	bad-chisq
group_10929	3.57E-02	2.07E-01	1.00E+00	1.89E-06	4.06E-03	1.97E-05	bad-chisq
tadA_2~~~tadA	3.57E-02	2.07E-01	1.00E+00	3.80E-07	4.06E-03	3.96E-06	bad-chisq
group_10598	3.57E-02	6.12E-01	2.37E-02	-1.12E-01	4.95E-02	9.55E-02	
group_10472	3.57E-02	6.12E-01	9.05E-01	-6.03E-04	5.03E-03	5.06E-03	
group_10433	3.57E-02	2.07E-01	9.51E-01	2.08E-04	3.39E-03	2.60E-03	bad-chisq
group_10396	3.57E-02	2.07E-01	9.95E-01	2.61E-05	4.37E-03	2.52E-04	bad-chisq
group_10376	3.57E-02	6.12E-01	3.26E-01	5.96E-03	6.07E-03	4.15E-02	
group_10372	3.57E-02	1.64E-01	4.74E-01	2.72E-02	3.79E-02	3.03E-02	
btuD_4~~~btuD_2~~~btuD_8~~~btuD_5	3.39E-02	2.19E-01	9.91E-01	3.83E-05	3.31E-03	4.89E-04	bad-chisq
group_10358	3.57E-02	5.99E-09	9.76E-01	2.45E-03	8.01E-02	1.29E-03	
group_10349	3.57E-02	1.64E-01	9.46E-01	-4.21E-04	6.19E-03	2.88E-03	
group_10338	3.57E-02	7.06E-01	8.41E-01	7.16E-04	3.57E-03	8.48E-03	bad-chisq
group_10294	3.57E-02	6.12E-01	8.66E-01	-6.06E-04	3.58E-03	7.15E-03	
group_10191	3.39E-02	2.19E-01	6.70E-01	1.67E-02	3.92E-02	1.80E-02	bad-chisq
group_10186	3.57E-02	7.06E-01	2.15E-01	7.58E-03	6.11E-03	5.24E-02	bad-chisq
xerC_1~~~xerC_15~~~xerC_5~~~xerC_8	3.57E-02	2.07E-01	9.90E-01	6.80E-05	5.34E-03	5.39E-04	bad-chisq
group_10042	3.57E-02	7.06E-01	4.61E-01	2.38E-03	3.23E-03	3.12E-02	bad-chisq
group_9764	3.57E-02	7.06E-01	1.09E-16	2.77E-01	3.24E-02	3.40E-01	bad-chisq
group_9669	3.57E-02	2.07E-01	7.30E-01	1.16E-02	3.34E-02	1.46E-02	bad-chisq
gghA~~~bglA_1~~~bglA_2~~~lacG	3.57E-02	2.07E-01	8.15E-01	1.17E-02	4.98E-02	9.91E-03	bad-chisq
group_9516	3.57E-02	2.07E-01	6.96E-01	1.66E-02	4.25E-02	1.65E-02	bad-chisq
group_9496	3.57E-02	2.07E-01	7.35E-01	2.77E-02	8.15E-02	1.43E-02	bad-chisq
adaA~~~rhaS_1~~~rhaS~~~rhaS_3~~~rhaR_7~~~rhaR_6~~~rhaR_4~~~rhaR_3	3.57E-02	2.07E-01	1.00E+00	1.15E-06	3.59E-03	1.35E-05	bad-chisq
group_9230	3.57E-02	2.07E-01	9.46E-01	4.20E-04	6.18E-03	2.88E-03	bad-chisq
IntTn_1~~~IntTn_2	3.57E-02	2.07E-01	9.46E-01	4.20E-04	6.18E-03	2.88E-03	bad-chisq
group_9153	3.57E-02	2.07E-01	1.00E+00	1.24E-06	2.24E-03	2.35E-05	bad-chisq
group_8944	3.57E-02	1.64E-01	9.02E-01	-5.38E-04	4.37E-03	5.21E-03	
group_8941	3.57E-02	2.07E-01	8.53E-01	7.95E-03	4.29E-02	7.84E-03	bad-chisq
group_8819	3.57E-02	2.07E-01	8.01E-01	8.64E-03	3.43E-02	1.06E-02	bad-chisq
xerC_3~~~xerC_13~~~xerC_4	3.57E-02	2.07E-01	9.94E-01	2.10E-05	2.60E-03	3.41E-04	bad-chisq
group_8679	3.57E-02	2.07E-01	9.03E-01	4.27E-04	3.49E-03	5.18E-03	bad-chisq
group_8569	3.57E-02	2.07E-01	9.04E-01	5.99E-03	4.96E-02	5.11E-03	bad-chisq
group_8551	3.57E-02	7.06E-01	9.96E-01	2.21E-05	5.03E-03	1.86E-04	bad-chisq
group_8433	3.57E-02	7.06E-01	7.94E-01	3.97E-02	1.52E-01	1.10E-02	bad-chisq
group_8412	3.57E-02	2.07E-01	9.17E-01	4.21E-04	4.03E-03	4.42E-03	bad-chisq
group_8370	3.57E-02	7.06E-01	9.70E-01	-2.31E-04	6.13E-03	1.59E-03	bad-chisq
group_8238	3.57E-02	2.07E-01	9.73E-01	1.46E-04	4.37E-03	1.41E-03	bad-chisq
group_8223	3.57E-02	2.07E-01	7.15E-01	1.49E-02	4.09E-02	1.54E-02	bad-chisq
group_8212	3.57E-02	7.06E-01	9.13E-01	-4.76E-04	4.37E-03	4.61E-03	bad-chisq
group_8031	3.57E-02	6.12E-01	3.81E-01	3.83E-03	4.37E-03	3.71E-02	
mshA_1~~~mshA_2	3.57E-02	2.07E-01	9.89E-01	4.55E-05	3.31E-03	5.82E-04	bad-chisq
group_7819	3.57E-02	2.07E-01	8.59E-01	1.09E-03	6.11E-03	7.53E-03	bad-chisq
group_7689	3.57E-02	2.07E-01	8.36E-01	7.76E-03	3.75E-02	8.76E-03	bad-chisq
cas5d	3.57E-02	2.07E-01	7.15E-01	1.49E-02	4.09E-02	1.54E-02	bad-chisq
group_7534	3.57E-02	8.13E-07	6.30E-01	-1.80E-02	3.74E-02	2.04E-02	
group_7526	3.57E-02	2.07E-01	9.79E-01	1.64E-04	6.17E-03	1.13E-03	bad-chisq
group_7396	3.57E-02	7.06E-01	1.93E-02	-1.87E-01	7.95E-02	9.87E-02	bad-chisq
xerD_3~~~xerD_1	3.57E-02	7.06E-01	9.63E-01	-1.22E-04	2.60E-03	1.97E-03	bad-chisq
group_7338	3.57E-02	2.07E-01	1.00E+00	2.50E-06	5.38E-03	1.96E-05	bad-chisq
group_7171	3.57E-02	2.07E-01	1.00E+00	2.50E-06	5.38E-03	1.96E-05	bad-chisq
group_7010	3.57E-02	2.07E-01	9.96E-01	2.42E-05	4.37E-03	2.34E-04	bad-chisq
sasA_4~~~sasA_6	3.57E-02	2.07E-01	9.59E-01	1.53E-04	2.97E-03	2.18E-03	bad-chisq
group_6816	3.57E-02	2.07E-01	9.99E-01	2.90E-06	2.29E-03	5.36E-05	bad-chisq
group_6747	3.57E-02	2.07E-01	9.94E-01	4.72E-05	6.07E-03	3.29E-04	bad-chisq
group_6575	3.57E-02	2.07E-01	9.98E-01	1.04E-05	4.39E-03	1.00E-04	bad-chisq
group_6551	3.57E-02	7.06E-01	9.69E-01	-1.82E-04	4.61E-03	1.67E-03	bad-chisq
group_6164	3.57E-02	2.07E-01	6.91E-01	2.45E-03	6.16E-03	1.68E-02	bad-chisq
group_6095	3.57E-02	7.06E-01	8.47E-01	2.22E-02	1.15E-01	8.18E-03	bad-chisq
ssuB	3.57E-02	6.12E-01	8.01E-01	-9.58E-04	3.79E-03	1.07E-02	
group_5892	3.57E-02	7.06E-01	4.01E-01	9.06E-02	1.08E-01	3.56E-02	bad-chisq
group_5791	3.57E-02	2.07E-01	8.60E-01	1.00E-02	5.70E-02	7.44E-03	bad-chisq
allE	3.57E-02	2.07E-01	6.91E-01	2.45E-03	6.16E-03	1.68E-02	bad-chisq
group_5313	3.57E-02	7.06E-01	7.01E-01	-1.35E-02	3.51E-02	1.63E-02	bad-chisq
group_5246	3.57E-02	2.07E-01	1.50E-01	8.71E-03	6.04E-03	6.09E-02	bad-chisq
group_4915	3.57E-02	2.07E-01	9.79E-01	1.64E-04	6.17E-03	1.13E-03	bad-chisq
group_4752	3.57E-02	7.06E-01	9.36E-01	-4.29E-04	5.32E-03	3.41E-03	bad-chisq
group_4726	3.57E-02	2.07E-01	9.79E-01	1.06E-04	4.04E-03	1.11E-03	bad-chisq
group_4664	3.57E-02	2.07E-01	8.94E-01	6.06E-03	4.55E-02	5.63E-03	bad-chisq
oppF~~~oppD_2	3.57E-02	2.07E-01	6.91E-01	2.45E-03	6.16E-03	1.68E-02	bad-chisq
ngcG_1~~~araQ_7~~~dasC_1~~~araQ_6~~~araQ_4	3.57E-02	7.06E-01	9.40E-01	-3.62E-03	4.85E-02	3.16E-03	bad-chisq
group_4414	3.57E-02	2.07E-01	9.96E-01	1.90E-05	3.40E-03	2.37E-04	bad-chisq
morA	3.57E-02	2.07E-01	9.79E-01	1.64E-04	6.17E-03	1.13E-03	bad-chisq
group_4180	3.57E-02	2.07E-01	6.91E-01	2.45E-03	6.16E-03	1.68E-02	bad-chisq
group_4132	3.57E-02	2.07E-01	8.15E-01	8.16E-03	3.49E-02	9.89E-03	bad-chisq
group_4069	3.57E-02	7.06E-01	9.40E-01	-3.62E-03	4.85E-02	3.16E-03	bad-chisq
group_4053	3.57E-02	6.12E-01	7.16E-01	-1.46E-03	4.02E-03	1.54E-02	
group_4028	3.57E-02	2.07E-01	9.93E-01	1.09E-03	1.19E-01	3.90E-04	bad-chisq
group_4009	3.57E-02	2.07E-01	9.13E-01	4.00E-03	3.67E-02	4.60E-03	bad-chisq
group_3839	3.57E-02	6.12E-01	5.35E-01	-4.92E-02	7.91E-02	2.63E-02	
group_3654	3.57E-02	2.07E-01	1.00E+00	2.50E-06	5.38E-03	1.96E-05	bad-chisq
group_3570	3.57E-02	2.07E-01	6.91E-01	2.45E-03	6.16E-03	1.68E-02	bad-chisq
group_2996	3.57E-02	2.07E-01	1.00E+00	1.01E-06	6.20E-03	6.91E-06	bad-chisq
group_2915	3.57E-02	2.07E-01	9.38E-01	3.74E-03	4.83E-02	3.28E-03	bad-chisq
group_2821	3.57E-02	7.06E-01	9.22E-01	-5.22E-04	5.33E-03	4.14E-03	bad-chisq
group_2732	3.57E-02	7.06E-01	1.58E-11	1.87E-01	2.71E-02	2.80E-01	bad-chisq
group_2627	3.57E-02	2.07E-01	7.15E-01	1.49E-02	4.09E-02	1.54E-02	bad-chisq
group_2620	3.57E-02	7.06E-01	9.99E-01	-7.55E-05	4.58E-02	6.97E-05	bad-chisq
rfuC_2~~~rfuC	3.57E-02	2.07E-01	1.08E-01	8.47E-02	5.26E-02	6.79E-02	bad-chisq
group_2543	3.57E-02	2.07E-01	9.97E-01	3.75E-04	1.10E-01	1.44E-04	bad-chisq
rbsC_5	3.57E-02	2.07E-01	9.38E-01	3.74E-03	4.83E-02	3.28E-03	bad-chisq
ascG	3.57E-02	2.07E-01	9.26E-01	4.40E-03	4.73E-02	3.94E-03	bad-chisq
group_2324	3.57E-02	7.06E-01	9.34E-01	4.17E-04	5.04E-03	3.50E-03	bad-chisq
group_2269	3.57E-02	2.07E-01	4.34E-01	6.02E-02	7.70E-02	3.31E-02	bad-chisq
ccpA	3.57E-02	2.07E-01	9.38E-01	3.74E-03	4.83E-02	3.28E-03	bad-chisq
group_2247	3.57E-02	2.07E-01	9.38E-01	3.74E-03	4.83E-02	3.28E-03	bad-chisq
group_2197	3.57E-02	7.06E-01	9.40E-01	-3.62E-03	4.85E-02	3.16E-03	bad-chisq
uxaC~~~uxaC_1	3.57E-02	2.07E-01	4.38E-01	2.77E-02	3.56E-02	3.28E-02	bad-chisq
clpP_2~~~clpP_1	3.57E-02	7.06E-01	9.49E-01	2.51E-04	3.92E-03	2.71E-03	bad-chisq
tagF	3.57E-02	7.06E-01	9.25E-01	-5.81E-04	6.18E-03	3.98E-03	bad-chisq
group_2125	3.57E-02	7.06E-01	4.01E-01	9.06E-02	1.08E-01	3.56E-02	bad-chisq
group_1901	3.57E-02	7.06E-01	3.12E-01	-3.92E-02	3.88E-02	4.27E-02	bad-chisq
uxuA	3.57E-02	2.07E-01	8.59E-01	1.09E-03	6.12E-03	7.54E-03	bad-chisq
group_1845	3.57E-02	2.07E-01	9.95E-01	8.18E-04	1.41E-01	2.45E-04	bad-chisq
abgB_1	3.57E-02	2.07E-01	6.91E-01	2.45E-03	6.16E-03	1.68E-02	bad-chisq
group_1630	3.57E-02	2.07E-01	6.91E-01	2.45E-03	6.16E-03	1.68E-02	bad-chisq
group_1450	3.57E-02	2.07E-01	1.46E-22	2.94E-01	2.88E-02	3.96E-01	bad-chisq
rfuD	3.57E-02	2.07E-01	1.08E-01	8.47E-02	5.26E-02	6.79E-02	bad-chisq
allD	3.57E-02	2.07E-01	6.91E-01	2.45E-03	6.16E-03	1.68E-02	bad-chisq
group_1211	3.57E-02	2.07E-01	9.15E-01	5.72E-04	5.34E-03	4.53E-03	bad-chisq
group_1111	3.57E-02	2.07E-01	1.00E+00	2.50E-06	5.38E-03	1.96E-05	bad-chisq
group_990	3.57E-02	7.06E-01	8.77E-04	-3.66E-01	1.09E-01	1.40E-01	bad-chisq
group_889	3.57E-02	7.06E-01	9.40E-01	-3.62E-03	4.85E-02	3.16E-03	bad-chisq
mleN	3.57E-02	2.07E-01	9.01E-01	7.71E-04	6.18E-03	5.28E-03	bad-chisq
group_866	3.57E-02	2.07E-01	6.91E-01	2.45E-03	6.16E-03	1.68E-02	bad-chisq
group_790	3.57E-02	2.07E-01	6.91E-01	2.45E-03	6.16E-03	1.68E-02	bad-chisq
group_782	3.57E-02	2.07E-01	9.96E-01	1.99E-05	4.05E-03	2.08E-04	bad-chisq
group_697	3.57E-02	2.07E-01	9.38E-01	3.74E-03	4.83E-02	3.28E-03	bad-chisq
pucR	3.57E-02	2.07E-01	6.91E-01	2.45E-03	6.16E-03	1.68E-02	bad-chisq
group_332	3.57E-02	2.07E-01	7.15E-01	1.49E-02	4.09E-02	1.54E-02	bad-chisq
group_324	3.57E-02	1.64E-01	1.29E-01	-7.76E-02	5.10E-02	6.42E-02	
group_193	3.57E-02	2.07E-01	9.37E-01	2.10E-04	2.68E-03	3.32E-03	bad-chisq
group_105	3.57E-02	1.64E-01	1.29E-01	-7.76E-02	5.10E-02	6.42E-02	
group_15216	3.39E-02	5.58E-01	6.62E-01	-1.90E-03	4.36E-03	1.85E-02	
group_15049	3.39E-02	2.19E-01	9.62E-01	1.22E-04	2.56E-03	2.02E-03	bad-chisq
group_15011	3.39E-02	7.48E-01	9.34E-01	4.16E-04	5.05E-03	3.49E-03	bad-chisq
group_14464	3.39E-02	7.48E-01	9.39E-01	3.84E-04	5.05E-03	3.22E-03	bad-chisq
ptsH_2	3.39E-02	7.48E-01	4.78E-02	-1.02E-01	5.16E-02	8.36E-02	bad-chisq
group_13532	3.39E-02	2.19E-01	8.18E-01	1.06E-02	4.58E-02	9.76E-03	bad-chisq
group_13341	3.39E-02	7.48E-01	9.53E-01	2.31E-04	3.92E-03	2.49E-03	bad-chisq
group_13215	3.39E-02	2.19E-01	9.29E-01	5.52E-04	6.16E-03	3.79E-03	bad-chisq
group_13197	3.39E-02	2.19E-01	9.15E-01	5.72E-04	5.34E-03	4.53E-03	bad-chisq
group_13173	3.39E-02	2.19E-01	1.00E+00	3.03E-06	6.20E-03	2.07E-05	bad-chisq
group_13028	3.39E-02	2.19E-01	9.62E-01	1.22E-04	2.56E-03	2.02E-03	bad-chisq
group_13007	3.39E-02	2.19E-01	9.03E-01	7.51E-04	6.18E-03	5.14E-03	bad-chisq
group_12944	3.39E-02	7.48E-01	4.78E-02	-1.02E-01	5.16E-02	8.36E-02	bad-chisq
group_12921	3.39E-02	2.19E-01	9.62E-01	1.22E-04	2.56E-03	2.02E-03	bad-chisq
dfx	3.39E-02	7.48E-01	9.37E-01	-2.33E-04	2.97E-03	3.32E-03	bad-chisq
group_12233	3.39E-02	7.48E-01	9.58E-01	2.59E-03	4.94E-02	2.22E-03	bad-chisq
group_12168	3.39E-02	2.19E-01	3.75E-01	3.45E-03	3.89E-03	3.75E-02	bad-chisq
group_12164	3.39E-02	2.19E-01	9.83E-01	8.70E-05	4.04E-03	9.10E-04	bad-chisq
group_12158	3.39E-02	2.19E-01	9.92E-01	3.72E-05	3.57E-03	4.40E-04	bad-chisq
group_12130	3.39E-02	2.19E-01	9.53E-01	3.61E-04	6.14E-03	2.49E-03	bad-chisq
group_11978	3.39E-02	5.58E-01	9.72E-01	2.14E-04	6.12E-03	1.48E-03	
group_11970	3.39E-02	7.48E-01	7.55E-01	1.05E-02	3.38E-02	1.32E-02	bad-chisq
group_11905	3.21E-02	2.32E-01	9.55E-01	2.31E-04	4.05E-03	2.41E-03	bad-chisq
group_11903	3.21E-02	2.32E-01	9.55E-01	2.31E-04	4.05E-03	2.41E-03	bad-chisq
group_11527	3.39E-02	2.19E-01	9.96E-01	1.95E-05	4.37E-03	1.89E-04	bad-chisq
group_11037	3.39E-02	2.16E-18	4.47E-05	-3.53E-01	8.58E-02	1.71E-01	
rsrIM	3.39E-02	5.58E-01	9.17E-01	-2.87E-04	2.77E-03	4.40E-03	
group_10571	3.39E-02	2.19E-01	9.96E-01	1.99E-05	3.79E-03	2.22E-04	bad-chisq
axe2_2	3.39E-02	2.19E-01	9.09E-01	3.98E-03	3.47E-02	4.85E-03	bad-chisq
group_10443	3.39E-02	7.48E-01	9.77E-01	1.53E-04	5.35E-03	1.21E-03	bad-chisq
group_10316	3.39E-02	2.19E-01	9.98E-01	5.63E-06	2.97E-03	8.02E-05	bad-chisq
group_10181	3.39E-02	7.48E-01	9.92E-01	-4.16E-04	4.01E-02	4.39E-04	bad-chisq
group_10019	3.39E-02	5.58E-01	8.04E-01	-9.45E-03	3.81E-02	1.05E-02	
group_9967	3.39E-02	7.48E-01	9.51E-01	-2.02E-04	3.30E-03	2.58E-03	bad-chisq
btuD_6~~~btuD_2	3.39E-02	2.19E-01	9.95E-01	2.25E-05	3.58E-03	2.66E-04	bad-chisq
rhaR_4~~~rhaR_12~~~rhaR_2~~~rhaR_14~~~rhaR_7	3.39E-02	2.19E-01	9.91E-01	3.89E-05	3.39E-03	4.85E-04	bad-chisq
group_9825	3.39E-02	2.19E-01	9.64E-01	1.85E-04	4.05E-03	1.94E-03	bad-chisq
group_9824	3.39E-02	2.19E-01	9.83E-01	7.13E-05	3.39E-03	8.88E-04	bad-chisq
group_9652	3.39E-02	2.19E-01	1.70E-01	5.86E-02	4.26E-02	5.81E-02	bad-chisq
group_9521	3.39E-02	7.48E-01	9.89E-01	-7.45E-04	5.21E-02	6.05E-04	bad-chisq
group_9449	3.39E-02	1.67E-09	9.79E-01	-2.81E-02	1.08E+00	1.10E-03	
group_9434	3.39E-02	1.36E-01	9.12E-01	-3.49E-04	3.16E-03	4.67E-03	
group_9393	3.39E-02	9.45E-04	3.80E-09	1.71E-01	2.86E-02	2.46E-01	
group_9249	3.39E-02	2.19E-01	7.19E-01	1.23E-02	3.42E-02	1.52E-02	bad-chisq
group_9098	3.39E-02	7.48E-01	9.93E-01	5.38E-05	6.16E-03	3.69E-04	bad-chisq
group_9055	3.21E-02	2.32E-01	4.17E-01	2.75E-03	3.38E-03	3.43E-02	bad-chisq
group_9019	3.39E-02	1.36E-01	8.58E-01	-5.53E-04	3.10E-03	7.55E-03	
group_8936	3.39E-02	7.48E-01	8.93E-01	-5.89E-04	4.36E-03	5.71E-03	bad-chisq
group_8932	3.39E-02	7.48E-01	8.93E-01	-5.89E-04	4.36E-03	5.71E-03	bad-chisq
group_8817	3.39E-02	7.48E-01	9.07E-01	3.47E-04	2.97E-03	4.94E-03	bad-chisq
group_8797	3.39E-02	2.19E-01	9.86E-01	6.41E-05	3.58E-03	7.57E-04	bad-chisq
kdsD	3.39E-02	7.48E-01	4.78E-02	-1.02E-01	5.16E-02	8.36E-02	bad-chisq
group_8639	3.39E-02	2.19E-01	9.52E-01	3.30E-03	5.52E-02	2.53E-03	bad-chisq
group_8555	3.39E-02	2.19E-01	9.21E-01	6.13E-04	6.17E-03	4.20E-03	bad-chisq
group_8503	3.39E-02	7.48E-01	4.78E-02	-1.02E-01	5.16E-02	8.36E-02	bad-chisq
group_8447	3.39E-02	2.19E-01	1.46E-01	8.89E-03	6.11E-03	6.14E-02	bad-chisq
pyrK_1~~~pyrK	3.39E-02	2.19E-01	9.51E-01	2.49E-04	4.05E-03	2.60E-03	bad-chisq
group_8381	3.39E-02	4.08E-12	6.11E-01	-2.70E-02	5.30E-02	2.15E-02	
group_8215	3.39E-02	5.58E-01	8.45E-01	-1.20E-03	6.13E-03	8.29E-03	
group_8188	3.39E-02	2.19E-01	9.35E-01	3.67E-03	4.49E-02	3.45E-03	bad-chisq
group_8069	3.39E-02	2.19E-01	9.90E-01	4.31E-05	3.31E-03	5.52E-04	bad-chisq
group_7728	3.39E-02	5.58E-01	8.97E-01	-7.95E-04	6.14E-03	5.48E-03	
group_7541	3.39E-02	2.19E-01	9.78E-01	7.40E-05	2.69E-03	1.16E-03	bad-chisq
group_7212	3.39E-02	5.58E-01	8.30E-01	-1.14E-03	5.32E-03	9.09E-03	
group_7137	3.39E-02	7.48E-01	9.45E-01	-2.53E-03	3.65E-02	2.93E-03	bad-chisq
flr	3.39E-02	2.19E-01	9.85E-01	8.27E-05	4.37E-03	7.99E-04	bad-chisq
group_7037	3.39E-02	2.19E-01	9.08E-01	4.41E-03	3.83E-02	4.86E-03	bad-chisq
group_6982	3.39E-02	2.19E-01	9.88E-01	4.15E-05	2.77E-03	6.34E-04	bad-chisq
group_6746	3.39E-02	2.19E-01	1.00E+00	3.21E-06	6.20E-03	2.19E-05	bad-chisq
group_6375	3.39E-02	2.19E-01	9.79E-01	8.40E-05	3.24E-03	1.10E-03	bad-chisq
phoP~~~phoP_3~~~phoP_1	3.39E-02	7.48E-01	9.16E-01	-4.11E-04	3.89E-03	4.46E-03	bad-chisq
group_6342	3.39E-02	7.48E-01	9.61E-01	1.82E-04	3.69E-03	2.09E-03	bad-chisq
group_6330	3.39E-02	1.64E-02	1.21E-04	-1.60E-01	4.13E-02	1.62E-01	
group_6226	3.39E-02	2.19E-01	9.86E-01	7.34E-05	4.06E-03	7.66E-04	bad-chisq
group_6174	3.39E-02	2.19E-01	9.62E-01	1.22E-04	2.56E-03	2.02E-03	bad-chisq
group_6173	3.39E-02	2.19E-01	9.54E-01	3.21E-03	5.51E-02	2.46E-03	bad-chisq
group_6147	3.39E-02	2.19E-01	9.29E-01	3.35E-03	3.76E-02	3.77E-03	bad-chisq
feoB_2	3.39E-02	1.36E-01	1.12E-01	-6.30E-02	3.96E-02	6.72E-02	
group_6106	3.39E-02	2.19E-01	9.75E-01	1.93E-04	6.10E-03	1.34E-03	bad-chisq
group_6056	3.39E-02	7.48E-01	7.88E-01	-1.17E-03	4.36E-03	1.14E-02	bad-chisq
group_5888	3.39E-02	7.48E-01	9.91E-01	-6.27E-04	5.37E-02	4.94E-04	bad-chisq
group_5873	3.39E-02	7.48E-01	8.97E-01	-7.93E-04	6.15E-03	5.46E-03	bad-chisq
group_5745	3.39E-02	2.19E-01	8.59E-01	1.09E-03	6.12E-03	7.51E-03	bad-chisq
group_5502	3.39E-02	7.48E-01	6.04E-01	1.85E-03	3.56E-03	2.19E-02	bad-chisq
group_5428	3.39E-02	2.52E-05	2.07E-01	-1.45E-01	1.15E-01	5.33E-02	
group_5224	3.39E-02	7.48E-01	4.78E-02	-1.02E-01	5.16E-02	8.36E-02	bad-chisq
group_5168	3.39E-02	7.48E-01	1.00E+00	1.82E-06	3.40E-03	2.27E-05	bad-chisq
group_5122	3.39E-02	7.48E-01	4.78E-02	-1.02E-01	5.16E-02	8.36E-02	bad-chisq
group_5062	3.39E-02	2.19E-01	9.92E-01	1.22E-03	1.27E-01	4.05E-04	bad-chisq
group_5047	3.39E-02	2.19E-01	9.94E-01	2.10E-05	2.87E-03	3.09E-04	bad-chisq
group_5029	3.39E-02	2.19E-01	8.67E-01	7.75E-03	4.62E-02	7.10E-03	bad-chisq
apsD	3.39E-02	2.19E-01	3.54E-01	4.06E-02	4.38E-02	3.92E-02	bad-chisq
group_4727	3.39E-02	2.19E-01	9.90E-01	5.54E-05	4.37E-03	5.36E-04	bad-chisq
btuD_7~~~uvrA_2~~~btuD_3	3.39E-02	2.19E-01	9.92E-01	1.22E-03	1.27E-01	4.05E-04	bad-chisq
group_4457	3.39E-02	7.48E-01	9.49E-01	-2.21E-04	3.46E-03	2.70E-03	bad-chisq
group_4376	3.39E-02	7.48E-01	9.49E-01	-2.21E-04	3.46E-03	2.70E-03	bad-chisq
group_4365	3.39E-02	2.19E-01	9.82E-01	1.41E-04	6.15E-03	9.69E-04	bad-chisq
uvrA_2~~~uvrA_1	3.39E-02	2.19E-01	6.59E-01	2.06E-02	4.67E-02	1.87E-02	bad-chisq
tdh_2~~~gutB	3.39E-02	7.48E-01	9.91E-01	-6.27E-04	5.37E-02	4.94E-04	bad-chisq
group_4102	3.39E-02	2.19E-01	9.33E-01	2.32E-04	2.77E-03	3.54E-03	bad-chisq
group_4098	3.39E-02	2.19E-01	9.73E-01	1.27E-04	3.70E-03	1.45E-03	bad-chisq
group_3920	3.39E-02	2.19E-01	9.92E-01	4.08E-05	4.04E-03	4.27E-04	bad-chisq
chbR	3.39E-02	2.19E-01	8.09E-01	8.65E-03	3.58E-02	1.02E-02	bad-chisq
group_3617	3.39E-02	2.19E-01	9.86E-01	5.77E-05	3.31E-03	7.38E-04	bad-chisq
group_3540	3.39E-02	2.19E-01	3.06E-01	3.06E-02	2.99E-02	4.33E-02	bad-chisq
group_3481	3.39E-02	5.58E-01	9.20E-01	-4.35E-04	4.36E-03	4.22E-03	
group_3475	3.39E-02	2.19E-01	9.42E-01	3.25E-03	4.50E-02	3.06E-03	bad-chisq
group_3430	3.39E-02	7.48E-01	4.36E-02	-1.06E-01	5.26E-02	8.52E-02	bad-chisq
kbaY_3~~~ydjI	3.39E-02	2.19E-01	3.54E-01	4.06E-02	4.38E-02	3.92E-02	bad-chisq
group_3398	3.39E-02	2.19E-01	3.54E-01	4.06E-02	4.38E-02	3.92E-02	bad-chisq
group_3379	3.39E-02	2.19E-01	9.28E-01	3.26E-03	3.61E-02	3.82E-03	bad-chisq
group_3122	3.39E-02	1.36E-01	1.12E-01	-6.30E-02	3.96E-02	6.72E-02	
group_2758	3.39E-02	2.19E-01	6.91E-01	2.45E-03	6.16E-03	1.68E-02	bad-chisq
cas1	3.39E-02	2.19E-01	7.16E-01	1.50E-02	4.11E-02	1.54E-02	bad-chisq
group_2320	3.39E-02	7.48E-01	9.91E-01	-6.27E-04	5.37E-02	4.94E-04	bad-chisq
group_2252	3.39E-02	7.48E-01	4.78E-02	-1.02E-01	5.16E-02	8.36E-02	bad-chisq
wecH	3.39E-02	7.48E-01	9.49E-01	-2.21E-04	3.46E-03	2.70E-03	bad-chisq
group_2073	3.39E-02	2.19E-01	9.96E-01	1.99E-05	3.79E-03	2.22E-04	bad-chisq
drdA_2	3.39E-02	7.48E-01	4.78E-02	-1.02E-01	5.16E-02	8.36E-02	bad-chisq
xecD~~~gno	3.39E-02	2.19E-01	8.59E-01	1.09E-03	6.11E-03	7.53E-03	bad-chisq
ald_1~~~ald	3.39E-02	7.48E-01	4.78E-02	-1.02E-01	5.16E-02	8.36E-02	bad-chisq
group_1815	3.39E-02	2.19E-01	9.90E-01	2.30E-03	1.83E-01	5.33E-04	bad-chisq
group_1792	3.39E-02	7.48E-01	9.49E-01	-2.21E-04	3.46E-03	2.70E-03	bad-chisq
group_1790	3.39E-02	2.19E-01	9.82E-01	1.41E-04	6.15E-03	9.69E-04	bad-chisq
group_1764	3.39E-02	7.48E-01	8.45E-01	3.03E-02	1.55E-01	8.30E-03	bad-chisq
group_1738	3.39E-02	1.36E-01	1.37E-02	-9.18E-02	3.71E-02	1.04E-01	
group_1734	3.39E-02	2.19E-01	7.78E-01	1.24E-03	4.37E-03	1.19E-02	bad-chisq
group_1639	3.39E-02	7.48E-01	9.81E-01	-1.11E-03	4.59E-02	1.02E-03	bad-chisq
group_1602	3.39E-02	2.19E-01	9.93E-01	3.09E-05	3.79E-03	3.45E-04	bad-chisq
group_1590	3.39E-02	7.48E-01	8.59E-01	-7.31E-03	4.11E-02	7.53E-03	bad-chisq
arlR~~~sphR~~~mprA	3.39E-02	5.58E-01	9.21E-01	4.24E-03	4.29E-02	4.18E-03	
